address_found,suburb,postcode,START_LATITUDE,START_LONGITUDE
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555355,-0.165992
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QL, United Kingdom",Belsize Park,NW3 4QL,51.550111,-0.164339
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555306,-0.166029
"Lloyds Bank, 112-114, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SN, United Kingdom",Kensington,W8 4SN,51.500985,-0.193255
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555342,-0.166094
"Crediton Hill, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1HS, United Kingdom",West Hampstead,NW6 1HS,51.552485,-0.189457
"DWW1/144, Boleyn Road, Dalston, London Borough of Hackney, London, Greater London, England, N16 8JP, United Kingdom",Dalston,N16 8JP,51.548136,-0.07659
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49567,-0.206018
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504197,-0.217721
"Campden Hill Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RU, United Kingdom",Kensington,W8 7RU,51.501552,-0.194851
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495513,-0.206496
"Bridgeman House, 1, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495858,-0.204803
"Grosvenor Road, Millbank, London, Greater London, England, SW1V 3JL, United Kingdom",Millbank,SW1V 3JL,51.48859,-0.129428
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494072,-0.236476
"19, Newman Street, Soho, Fitzrovia, Camden Town, London, Greater London, England, W1T 1PF, United Kingdom",Fitzrovia,W1T 1PF,51.517437,-0.135369
"St Lawrence Mansions, 6-8, Priory Park Road, Queen's Park, London Borough of Brent, London, Greater London, England, NW6 7UJ, United Kingdom",Queen's Park,NW6 7UJ,51.540539,-0.196366
"Sondheim Theatre, 51, Shaftesbury Avenue, Saint Giles, Bloomsbury, London, Greater London, England, W1D 6BA, United Kingdom",Bloomsbury,W1D 6BA,51.511806,-0.132452
"Causton Street, Millbank, London, Greater London, England, SW1P 4AT, United Kingdom",Millbank,SW1P 4AT,51.490874,-0.131303
"Ibberton House, 70, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498142,-0.209407
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55535,-0.166043
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555399,-0.165999
"The Hand and Flower, 1, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.495992,-0.208115
"Holland Walk, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7QG, United Kingdom",Kensington,W8 7QG,51.499249,-0.198477
"30, Melbury Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498477,-0.201339
"11a, Charing Cross Road, Seven Dials, Bloomsbury, London, Greater London, England, WC2H 0EP, United Kingdom",Bloomsbury,WC2H 0EP,51.510046,-0.128254
"Waterstones, 82, Gower Street, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 6EG, United Kingdom",Bloomsbury,WC1E 6EG,51.522601,-0.131645
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555414,-0.165933
"Newman & Son, 4, Constantine Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2NG, United Kingdom",Belsize Park,NW3 2NG,51.554235,-0.164614
"269-271, Seven Sisters Road, Stroud Green, London Borough of Haringey, London, Greater London, England, N4 2DF, United Kingdom",Stroud Green,N4 2DF,51.564935,-0.104235
"63, Blandford Street, Marylebone, London, Greater London, England, W1U 8EN, United Kingdom",Marylebone,W1U 8EN,51.51813,-0.155679
"49-51, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9UP, United Kingdom",Earl's Court,SW5 9UP,51.489917,-0.195232
"78;80, Randolph Avenue, Maida Vale, London, Greater London, England, W9 1BG, United Kingdom",Maida Vale,W9 1BG,51.526523,-0.181849
"Asquith House, Church Street, Paddington, London, Greater London, England, W2 1LH, United Kingdom",Paddington,W2 1LH,51.521459,-0.17362
"Pilgrim's Lane, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 1SS, United Kingdom",Belsize Park,NW3 1SS,51.556489,-0.170661
"Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BW, United Kingdom",Kensington,W14 8BW,51.495639,-0.205399
"Finchley Road, St. John's Wood, London, Greater London, England, NW8 0NU, United Kingdom",St. John's Wood,NW8 0NU,51.535857,-0.17595
"Hilton London Olympia, 380, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496591,-0.206091
"14, Holland Park Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NA, United Kingdom",Kensington,W14 8NA,51.498417,-0.203273
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QL, United Kingdom",Belsize Park,NW3 4QL,51.55011,-0.164361
"Hamlet Gardens, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0TS, United Kingdom",Hammersmith,W6 0TS,51.494466,-0.240183
"Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.496157,-0.208088
"Dudley Street, Paddington, London, Greater London, England, W2 1JP, United Kingdom",Paddington,W2 1JP,51.519297,-0.177069
"Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BW, United Kingdom",Kensington,W14 8BW,51.495548,-0.205734
"25, Randolph Avenue, Paddington, London, Greater London, England, W9 1BJ, United Kingdom",Paddington,W9 1BJ,51.525122,-0.180135
"Stourhead House, Tachbrook Street, Pimlico, London, Greater London, England, SW1V 2PU, United Kingdom",Pimlico,SW1V 2PU,51.489099,-0.134013
"7, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.496012,-0.208494
"29-33, Tooley Street, Bermondsey Village, The Borough, London Borough of Southwark, London, Greater London, England, SE1 2QF, United Kingdom",The Borough,SE1 2QF,51.505668,-0.08573
"20, Eastbourne Terrace, Paddington, London, Greater London, England, W2 3QU, United Kingdom",Paddington,W2 3QU,51.516565,-0.179183
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49624,-0.206847
"63, Poland Street, Soho, London, Greater London, England, W1D 2JL, United Kingdom",NA,W1D 2JL,51.513593,-0.136343
"Uniqlo, 54-58, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.502225,-0.190312
"Trinity House, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496459,-0.206288
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495812,-0.206289
"Rosslyn Heights, 2, Belsize Lane, Belsize Village, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 5AD, United Kingdom",Belsize Park,NW3 5AD,51.552489,-0.168207
"Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BW, United Kingdom",Kensington,W14 8BW,51.495705,-0.205325
"St James's Church, Piccadilly, St. James's, Mayfair, London, Greater London, England, W1J 9EZ, United Kingdom",Mayfair,W1J 9EZ,51.508506,-0.136719
"Oakeford House, 72, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.497611,-0.208709
"26, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498199,-0.209437
"Anzu, Norris Street, Soho, Bloomsbury, City of Westminster, Greater London, England, SW1Y 4QX, United Kingdom",Bloomsbury,SW1Y 4QX,51.509158,-0.132923
"Fawley Road, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1SH, United Kingdom",West Hampstead,NW6 1SH,51.550181,-0.191236
"3, Edith Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0SU, United Kingdom",Brook Green,W14 0SU,51.494075,-0.214003
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495565,-0.205776
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555362,-0.16606
"Newman & Son, 4, Constantine Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2NG, United Kingdom",Belsize Park,NW3 2NG,51.554331,-0.164273
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496986,-0.204659
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495646,-0.206133
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55535,-0.166063
"Sussex Fish Bar, 20, London Street, Paddington, London, Greater London, England, W2 1HL, United Kingdom",Paddington,W2 1HL,51.515102,-0.17391
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495612,-0.205782
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495753,-0.206184
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6SG, United Kingdom",Kensington,W8 6SG,51.500062,-0.195787
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495861,-0.20636
"41, Vauxhall Bridge Road, Millbank, London, Greater London, England, SW1V 2RP, United Kingdom",Millbank,SW1V 2RP,51.490842,-0.134207
"Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PJ, United Kingdom",Shepherd's Bush,W12 8PJ,51.504213,-0.218803
"Portsoken Street, Aldgate, City of London, Greater London, England, E1 8AL, United Kingdom",NA,E1 8AL,51.511907,-0.073153
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496163,-0.206859
"31, Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PR, United Kingdom",Kensington,W14 8PR,51.495961,-0.203116
"Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498223,-0.209606
"Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.492529,-0.114241
"8, Aubrey Walk, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7JG, United Kingdom",Notting Hill,W8 7JG,51.506578,-0.200361
"Addison Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NU, United Kingdom",Kensington,W14 8NU,51.497505,-0.204942
"WS Studios, 68, Lupus Street, Pimlico, London, Greater London, England, SW1V 3EJ, United Kingdom",Pimlico,SW1V 3EJ,51.487952,-0.140357
"Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NU, United Kingdom",Kensington,W14 8NU,51.497112,-0.204445
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555387,-0.166013
"BT, 60, Cleveland Street, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 4JZ, United Kingdom",Fitzrovia,W1T 4JZ,51.521606,-0.139761
"60, Holland Park Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NA, United Kingdom",Kensington,W14 8NA,51.497751,-0.20494
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495424,-0.206648
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555315,-0.166192
"South End Road, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QE, United Kingdom",Belsize Park,NW3 2QE,51.554246,-0.165316
"Euphorium Bakery, 45, South End Road, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QB, United Kingdom",Belsize Park,NW3 2QB,51.555304,-0.166266
"Euston Road, King's Cross, London Borough of Camden, London, Greater London, England, NW1 2ST, United Kingdom",King's Cross,NW1 2ST,51.530004,-0.124134
"85, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0QH, United Kingdom",West Kensington,W14 0QH,51.494983,-0.21154
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.55227,-0.165381
"Trebovir Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TD, United Kingdom",Earl's Court,SW5 9TD,51.490742,-0.196568
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.50406,-0.217804
"Vaughan Way, East Smithfield, Wapping, London Borough of Tower Hamlets, London, Greater London, England, E1W 2AF, United Kingdom",Wapping,E1W 2AF,51.508428,-0.067075
